,cliques,nodes per clique,edges per clique,connectivity between cliques,w2v window,w2v dimensions,average loss,min loss,average auc,max auc,edges,nodes,density
20000,4,8,48,3,5,8,25641.75703125,13982.0830078125,0.9678670360110804,0.9909972299168975,192,32,0.3870967741935484
4108,2,12,56,1,3,32,14035.218359375,13272.50390625,0.9677685950413222,0.9855371900826446,112,24,0.4057971014492754
23086,5,8,24,1,1,4,7755.758203125,7360.95556640625,0.9677083333333334,0.9809027777777778,120,40,0.15384615384615385
24832,5,8,40,2,9,4,43409.553125,41321.671875,0.967625,0.985625,200,40,0.2564102564102564
19996,4,8,48,3,3,256,16836.330078125,9329.791015625,0.967590027700831,0.9909972299168975,192,32,0.3870967741935484
21932,4,12,56,4,3,512,21809.56796875,18495.5390625,0.9675619834710745,0.9927685950413223,224,48,0.19858156028368795
10126,3,8,24,1,1,4,6804.66904296875,6486.2451171875,0.9673469387755101,0.9846938775510203,72,24,0.2608695652173913
16810,4,8,56,1,5,256,24192.45390625,13230.197265625,0.9672520661157025,0.9808884297520661,224,32,0.45161290322580644
21669,4,8,56,4,5,128,25247.425390625,14485.5869140625,0.9672520661157025,0.9896694214876033,224,32,0.45161290322580644
26539,5,8,56,3,7,256,37464.12578125,34078.1640625,0.967155612244898,0.9869260204081632,280,40,0.358974358974359
10263,3,8,48,1,1,16,7135.21552734375,6699.0927734375,0.9670918367346939,0.9885204081632653,144,24,0.5217391304347826
19997,4,8,48,3,3,512,16810.36953125,8518.4853515625,0.9670360110803324,0.989612188365651,192,32,0.3870967741935484
24748,5,8,24,2,9,256,41933.8375,37418.75,0.967013888888889,0.9913194444444444,120,40,0.15384615384615385
23087,5,8,24,1,1,8,7720.9578125,7385.947265625,0.967013888888889,0.9826388888888888,120,40,0.15384615384615385
23190,5,8,40,1,3,128,17588.616796875,16771.953125,0.967,0.978125,200,40,0.2564102564102564
23198,5,8,40,1,5,64,26072.011328125,23682.154296875,0.967,0.980625,200,40,0.2564102564102564
23464,5,12,40,1,5,4,27694.356640625,17336.87109375,0.967,0.975625,200,60,0.11299435028248588
4112,2,12,56,1,3,512,14066.436328125,13303.716796875,0.9669421487603305,0.987603305785124,112,24,0.4057971014492754
4109,2,12,56,1,3,64,14045.424609375,13279.6396484375,0.9669421487603305,0.9876033057851239,112,24,0.4057971014492754
4106,2,12,56,1,3,8,14038.0150390625,13274.88671875,0.9669421487603305,0.9855371900826446,112,24,0.4057971014492754
3838,2,8,56,1,3,32,12195.3568359375,3395.104248046875,0.9669421487603305,0.9834710743801652,112,16,0.9333333333333333
10348,3,8,56,1,9,256,31104.962109375,27987.31640625,0.9669421487603305,0.9917355371900827,168,24,0.6086956521739131
26526,5,8,56,3,5,16,26830.7390625,25964.76171875,0.9669005102040817,0.9815051020408163,280,40,0.358974358974359
10266,3,8,48,1,1,128,7134.97421875,6710.1064453125,0.9668367346938777,0.9897959183673469,144,24,0.5217391304347826
5232,2,8,16,2,3,16,12369.855859375,11690.5029296875,0.9666666666666668,1.0,32,16,0.26666666666666666
3605,2,8,16,1,1,64,5975.61015625,1558.7841796875,0.9666666666666668,1.0,32,16,0.26666666666666666
5231,2,8,16,2,3,8,12369.1755859375,11696.861328125,0.9666666666666668,1.0,32,16,0.26666666666666666
3608,2,8,16,1,1,512,5975.325,5548.0498046875,0.9666666666666668,1.0,32,16,0.26666666666666666
3607,2,8,16,1,1,256,5975.18212890625,5548.2890625,0.9666666666666668,1.0,32,16,0.26666666666666666
3606,2,8,16,1,1,128,5974.4470703125,5546.9306640625,0.9666666666666668,1.0,32,16,0.26666666666666666
4110,2,12,56,1,3,128,14066.8482421875,13299.580078125,0.9665289256198347,0.9855371900826446,112,24,0.4057971014492754
26512,5,8,56,3,1,256,8838.294140625,8457.1435546875,0.9665178571428571,0.9799107142857142,280,40,0.358974358974359
12301,3,16,24,2,3,256,19581.0921875,16789.310546875,0.9663265306122449,0.9846938775510203,72,48,0.06382978723404255
24724,5,8,24,2,5,4,26194.683984375,24631.07421875,0.9663194444444445,0.9809027777777778,120,40,0.15384615384615385
26501,5,8,48,3,9,64,44163.24609375,40972.265625,0.9662326388888889,0.9822048611111112,240,40,0.3076923076923077
18329,4,8,40,2,3,64,17155.13125,9016.6826171875,0.9662109375,0.9970703125,160,32,0.3225806451612903
21581,4,8,40,4,5,512,25214.5828125,12910.3916015625,0.9662109375,0.982421875,160,32,0.3225806451612903
16619,4,8,24,1,3,64,15447.0662109375,8786.1044921875,0.9662049861495845,0.9889196675900278,96,32,0.1935483870967742
26510,5,8,56,3,1,64,8824.1970703125,8418.79296875,0.9661352040816327,0.9802295918367347,280,40,0.358974358974359
23471,5,12,40,1,5,512,27973.305859375,26183.576171875,0.9661250000000001,0.97375,200,60,0.11299435028248588
23468,5,12,40,1,5,64,28712.533203125,17205.21484375,0.9661249999999999,0.976875,200,60,0.11299435028248588
18719,4,12,56,2,9,512,47796.58515625,43712.36328125,0.9661157024793388,0.9943181818181819,224,48,0.19858156028368795
4111,2,12,56,1,3,256,14066.8041015625,13309.9794921875,0.9661157024793388,0.987603305785124,112,24,0.4057971014492754
10267,3,8,48,1,1,256,7147.64814453125,6698.96484375,0.9660714285714285,0.9910714285714285,144,24,0.5217391304347826
26509,5,8,56,3,1,32,8824.65703125,8425.8173828125,0.9660076530612244,0.9808673469387755,280,40,0.358974358974359
21927,4,12,56,4,3,16,20950.4609375,17894.326171875,0.9659090909090908,0.9881198347107438,224,48,0.19858156028368795
26497,5,8,48,3,9,4,43910.13203125,39826.7109375,0.9658854166666666,0.984375,240,40,0.3076923076923077
20026,4,8,56,3,1,4,4586.29931640625,4171.8828125,0.965805785123967,0.978305785123967,224,32,0.45161290322580644
23196,5,8,40,1,5,16,26122.541796875,23892.07421875,0.9657499999999999,0.98,200,40,0.2564102564102564
21665,4,8,56,4,5,8,23383.882421875,14337.1025390625,0.965702479338843,0.9860537190082643,224,32,0.45161290322580644
23469,5,12,40,1,5,128,22222.2390625,17151.125,0.965625,0.973125,200,60,0.11299435028248588
26511,5,8,56,3,1,128,8824.800390625,8439.8388671875,0.9654974489795919,0.9805484693877551,280,40,0.358974358974359
20032,4,8,56,3,1,256,7960.17314453125,4368.908203125,0.9654958677685951,0.9762396694214877,224,32,0.45161290322580644
18273,4,8,32,2,1,16,4611.34091796875,4120.7724609375,0.9654400000000001,0.9808,128,32,0.25806451612903225
20029,4,8,56,3,1,32,4568.32890625,4159.80126953125,0.9653925619834711,0.9757231404958678,224,32,0.45161290322580644
26507,5,8,56,3,1,8,8843.4134765625,8407.798828125,0.9653698979591836,0.9808673469387754,280,40,0.358974358974359
26508,5,8,56,3,1,16,8823.664453125,8410.994140625,0.9653061224489796,0.981186224489796,280,40,0.358974358974359
10268,3,8,48,1,1,512,7157.70126953125,6719.3251953125,0.9653061224489795,0.9897959183673468,144,24,0.5217391304347826
26500,5,8,48,3,9,32,42910.88984375,41070.46875,0.9652777777777777,0.9848090277777778,240,40,0.3076923076923077
18330,4,8,40,2,3,128,17022.590234375,9139.7255859375,0.965234375,0.9931640625,160,32,0.3225806451612903
21577,4,8,40,4,5,32,25158.5828125,13353.6669921875,0.965234375,0.98828125,160,32,0.3225806451612903
23466,5,12,40,1,5,16,22373.16953125,17258.095703125,0.9651249999999999,0.975625,200,60,0.11299435028248588
26506,5,8,56,3,1,4,8863.853515625,8389.0078125,0.9650510204081633,0.9830994897959184,280,40,0.358974358974359
20028,4,8,56,3,1,16,4566.8275390625,4157.4912109375,0.9649793388429753,0.9746900826446281,224,32,0.45161290322580644
26503,5,8,48,3,9,256,43995.8953125,41481.49609375,0.9649305555555555,0.982638888888889,240,40,0.3076923076923077
20031,4,8,56,3,1,128,6667.0560546875,4160.90673828125,0.9648760330578512,0.9757231404958678,224,32,0.45161290322580644
26381,5,8,32,3,3,8,16419.8458984375,15624.568359375,0.96484375,0.9755859375,160,40,0.20512820512820512
20002,4,8,48,3,5,32,26019.314453125,13621.1328125,0.9648199445983379,0.9833795013850416,192,32,0.3870967741935484
20033,4,8,56,3,1,512,7970.504296875,4805.060546875,0.9647727272727271,0.9762396694214877,224,32,0.45161290322580644
10344,3,8,56,1,9,16,31009.084375,27961.849609375,0.9647382920110192,0.9908172635445363,168,24,0.6086956521739131
16745,4,8,48,1,1,64,6171.380859375,4243.89306640625,0.9646814404432134,0.9813019390581718,192,32,0.3870967741935484
16746,4,8,48,1,1,128,5386.824609375,4240.2724609375,0.9646814404432134,0.9813019390581718,192,32,0.3870967741935484
20030,4,8,56,3,1,64,4571.5498046875,4163.2626953125,0.9646694214876034,0.9767561983471075,224,32,0.45161290322580644
23470,5,12,40,1,5,256,28903.137890625,16937.119140625,0.9646250000000001,0.974375,200,60,0.11299435028248588
23302,5,8,56,1,9,4,42954.1359375,40541.5078125,0.9646045918367347,0.9786352040816326,280,40,0.358974358974359
26513,5,8,56,3,1,512,8847.0083984375,8477.0341796875,0.9646045918367347,0.9811862244897959,280,40,0.358974358974359
11791,3,8,32,2,1,4,6846.534765625,6425.34423828125,0.9645429362880886,0.9806094182825484,96,24,0.34782608695652173
23187,5,8,40,1,3,16,17393.221875,16463.033203125,0.9644999999999999,0.9781249999999999,200,40,0.2564102564102564
4105,2,12,56,1,3,4,14050.512890625,13296.60546875,0.9644628099173553,0.9876033057851239,112,24,0.4057971014492754
21575,4,8,40,4,5,8,25011.0625,12984.2958984375,0.964453125,0.984375,160,32,0.3225806451612903
26529,5,8,56,3,5,128,27515.288671875,25399.923828125,0.9644132653061224,0.9818239795918368,280,40,0.358974358974359
23467,5,12,40,1,5,32,27705.21640625,17011.306640625,0.96425,0.97375,200,60,0.11299435028248588
23199,5,8,40,1,5,128,25933.1984375,24058.025390625,0.9641249999999999,0.981875,200,40,0.2564102564102564
23197,5,8,40,1,5,32,25606.45625,23144.64453125,0.9640000000000001,0.9825,200,40,0.2564102564102564
20859,4,20,56,3,5,128,39457.903125,38037.97265625,0.9639462809917356,0.9700413223140496,224,80,0.07088607594936709
18328,4,8,40,2,3,32,15427.257421875,8796.248046875,0.9638671875,0.998046875,160,32,0.3225806451612903
16744,4,8,48,1,1,32,4710.84833984375,4248.25830078125,0.9638504155124654,0.9806094182825486,192,32,0.3870967741935484
16747,4,8,48,1,1,256,6028.04638671875,4407.66552734375,0.9637119113573407,0.9813019390581718,192,32,0.3870967741935484
26669,5,12,32,3,7,8,46361.26328125,38247.21875,0.9634765625,0.9794921875,160,60,0.0903954802259887
19999,4,8,48,3,5,4,26249.46796875,13832.03125,0.9632963988919668,0.9833795013850416,192,32,0.3870967741935484
20003,4,8,48,3,5,64,25198.49921875,24109.5078125,0.9632963988919666,0.9909972299168976,192,32,0.3870967741935484
16712,4,8,40,1,3,512,16370.86171875,9439.4794921875,0.96328125,0.9775390625,160,32,0.3225806451612903
13387,3,8,24,3,5,32,21331.651171875,19894.873046875,0.963265306122449,1.0,72,24,0.2608695652173913
13388,3,8,24,3,5,64,21329.843359375,19895.71875,0.963265306122449,0.9948979591836735,72,24,0.2608695652173913
16743,4,8,48,1,1,16,4713.915234375,4263.640625,0.9631578947368421,0.9799168975069251,192,32,0.3870967741935484
20006,4,8,48,3,5,512,22997.319140625,13518.8427734375,0.963157894736842,0.9854570637119114,192,32,0.3870967741935484
26527,5,8,56,3,5,32,26827.297265625,25466.19921875,0.9631377551020407,0.981186224489796,280,40,0.358974358974359
21666,4,8,56,4,5,16,25608.41875,14383.3642578125,0.9631198347107439,0.9876033057851239,224,32,0.45161290322580644
26531,5,8,56,3,5,512,26873.287890625,25317.17578125,0.9630102040816327,0.9837372448979592,280,40,0.358974358974359
18883,4,16,40,2,7,4,46519.3109375,43950.78125,0.962890625,0.9814453125,160,64,0.07936507936507936
21524,4,8,32,4,3,64,18628.644921875,10043.123046875,0.9628899835796387,0.9917898193760263,128,32,0.25806451612903225
16621,4,8,24,1,3,256,15635.9529296875,9662.064453125,0.962880886426593,0.9806094182825486,96,32,0.1935483870967742
23742,5,16,40,1,7,2,46060.46953125,29702.501953125,0.962875,0.9768749999999999,200,80,0.06329113924050633
20005,4,8,48,3,5,256,25855.673828125,13593.16015625,0.962742382271468,0.9840720221606649,192,32,0.3870967741935484
20027,4,8,56,3,1,8,4566.352734375,4168.546875,0.962706611570248,0.9777892561983471,224,32,0.45161290322580644
18346,4,8,40,2,7,32,31952.37421875,19100.505859375,0.9625,0.9736328125,160,32,0.3225806451612903
5882,2,16,32,2,7,64,33296.329296875,31735.830078125,0.9625,0.9930555555555555,64,32,0.12903225806451613
5883,2,16,32,2,7,128,34152.9671875,18371.6875,0.9625,0.986111111111111,64,32,0.12903225806451613
19153,4,20,40,2,7,4,48238.2421875,44522.29296875,0.9625,0.9765625,160,80,0.05063291139240506
16811,4,8,56,1,5,512,24392.998046875,13373.9736328125,0.9625,0.9927685950413222,224,32,0.45161290322580644
20004,4,8,48,3,5,128,24975.26484375,24259.328125,0.9624653739612189,0.9903047091412742,192,32,0.3870967741935484
19974,4,8,40,3,9,16,40464.734375,22199.220703125,0.9623046875,0.98046875,160,32,0.3225806451612903
16748,4,8,48,1,1,512,8020.40283203125,4688.0537109375,0.9621883656509695,0.9854570637119113,192,32,0.3870967741935484
21667,4,8,56,4,5,32,25480.528515625,14779.5693359375,0.9619834710743801,0.9829545454545454,224,32,0.45161290322580644
18884,4,16,40,2,7,8,46397.89609375,43875.296875,0.9619140625,0.974609375,160,64,0.07936507936507936
23088,5,8,24,1,1,16,7726.4986328125,7371.8916015625,0.9618055555555556,0.984375,120,40,0.15384615384615385
23104,5,8,24,1,5,4,24538.25625,23426.001953125,0.9618055555555556,0.984375,120,40,0.15384615384615385
21671,4,8,56,4,5,512,25371.21328125,14383.88671875,0.9617768595041323,0.9860537190082644,224,32,0.45161290322580644
11793,3,8,32,2,1,16,6811.96240234375,6403.330078125,0.9617728531855956,0.9750692520775623,96,24,0.34782608695652173
19873,4,8,24,3,7,4,32723.180859375,30189.67578125,0.9617728531855956,0.9889196675900277,96,32,0.1935483870967742
11794,3,8,32,2,1,32,6809.0943359375,6403.01318359375,0.9617728531855956,0.9750692520775623,96,24,0.34782608695652173
11796,3,8,32,2,1,128,6816.99052734375,6415.28515625,0.9617728531855956,0.9750692520775623,96,24,0.34782608695652173
11798,3,8,32,2,1,512,6821.823046875,6439.09228515625,0.9617728531855955,0.9806094182825484,96,24,0.34782608695652173
18331,4,8,40,2,3,256,16960.76015625,16063.98828125,0.9615234375,0.9931640625,160,32,0.3225806451612903
26518,5,8,56,3,3,32,18712.6203125,17633.091796875,0.9613520408163264,0.9757653061224489,280,40,0.358974358974359
13390,3,8,24,3,5,256,21317.421484375,19893.255859375,0.9612244897959183,1.0,72,24,0.2608695652173913
8650,2,8,48,4,3,4,12787.037890625,3380.754638671875,0.9612188365650969,0.9750692520775623,96,16,0.8
21580,4,8,40,4,5,256,24889.713671875,12779.3525390625,0.9611328125,0.986328125,160,32,0.3225806451612903
16706,4,8,40,1,3,8,16347.5322265625,9430.384765625,0.9611328125,0.978515625,160,32,0.3225806451612903
3602,2,8,16,1,1,8,2495.7460693359376,1530.729736328125,0.9611111111111112,1.0,32,16,0.26666666666666666
5236,2,8,16,2,3,256,12367.2306640625,3638.00927734375,0.961111111111111,1.0,32,16,0.26666666666666666
3709,2,8,32,1,5,4,15713.88828125,4431.94287109375,0.961111111111111,1.0,64,16,0.5333333333333333
5237,2,8,16,2,3,512,12367.2419921875,11694.4326171875,0.961111111111111,1.0,32,16,0.26666666666666666
5230,2,8,16,2,3,4,12375.66796875,11699.0439453125,0.961111111111111,1.0,32,16,0.26666666666666666
13572,3,8,56,3,7,2,26818.3734375,24825.462890625,0.9610651974288338,0.9889807162534435,168,24,0.6086956521739131
20054,4,8,56,3,7,8,32128.4171875,17329.216796875,0.9610537190082645,0.9772727272727273,224,32,0.45161290322580644
18272,4,8,32,2,1,8,6203.315625,4136.189453125,0.96096,0.9872,128,32,0.25806451612903225
21567,4,8,40,4,3,16,15747.831640625,9464.14453125,0.9609375,0.97265625,160,32,0.3225806451612903
26521,5,8,56,3,3,256,18469.608984375,17767.23828125,0.9607780612244898,0.9748086734693878,280,40,0.358974358974359
7093,2,8,56,3,7,4,22928.684765625,20343.01171875,0.9607438016528926,1.0,112,16,0.9333333333333333
16708,4,8,40,1,3,32,16515.8505859375,9192.7861328125,0.9607421875,0.9775390625,160,32,0.3225806451612903
11797,3,8,32,2,1,256,6818.18349609375,6426.41796875,0.9606648199445983,0.9778393351800554,96,24,0.34782608695652173
11795,3,8,32,2,1,64,6812.8685546875,6409.87548828125,0.9606648199445983,0.9750692520775623,96,24,0.34782608695652173
23200,5,8,40,1,5,256,25124.953125,23616.19140625,0.960625,0.98125,200,40,0.2564102564102564
21520,4,8,32,4,3,4,18796.441796875,10409.79296875,0.9605911330049262,0.9802955665024631,128,32,0.25806451612903225
21526,4,8,32,4,3,256,17201.408984375,10831.7470703125,0.9605911330049259,0.9917898193760263,128,32,0.25806451612903225
26516,5,8,56,3,3,8,18684.00859375,17504.25390625,0.9605867346938777,0.9728954081632654,280,40,0.358974358974359
23690,5,16,32,1,5,8,29226.58828125,24133.568359375,0.960546875,0.9765625,160,80,0.05063291139240506
24819,5,8,40,2,5,128,26479.74765625,25086.982421875,0.9603750000000002,0.9762500000000001,200,40,0.2564102564102564
26504,5,8,48,3,9,512,44296.8109375,40483.390625,0.9603298611111111,0.978298611111111,240,40,0.3076923076923077
18275,4,8,32,2,1,64,4608.30888671875,4255.3994140625,0.96032,0.9808,128,32,0.25806451612903225
18715,4,12,56,2,9,32,47740.346875,42017.4921875,0.9601239669421489,0.9948347107438016,224,48,0.19858156028368795
23090,5,8,24,1,1,64,7729.2755859375,7358.02294921875,0.9600694444444444,0.9826388888888888,120,40,0.15384615384615385
23093,5,8,24,1,1,512,7764.0640625,7421.39111328125,0.9600694444444444,0.9791666666666667,120,40,0.15384615384615385
23091,5,8,24,1,1,128,7736.212890625,7359.82470703125,0.9600694444444444,0.9826388888888888,120,40,0.15384615384615385
23089,5,8,24,1,1,32,7728.52451171875,7372.62646484375,0.9600694444444443,0.984375,120,40,0.15384615384615385
24816,5,8,40,2,5,16,26766.4109375,24841.865234375,0.96,0.97875,200,40,0.2564102564102564
26385,5,8,32,3,3,128,16785.321484375,15670.2890625,0.9599609375,0.9765625,160,40,0.20512820512820512
18389,4,8,48,2,7,8,33287.450390625,18786.869140625,0.9598337950138504,0.9757617728531855,192,32,0.3870967741935484
27344,5,20,56,3,7,8,54393.28515625,50197.203125,0.9597576530612244,0.96875,280,100,0.05656565656565657
16788,4,8,56,1,1,16,4754.84306640625,4342.16748046875,0.9597107438016529,0.972107438016529,224,32,0.45161290322580644
18391,4,8,48,2,7,32,32986.689453125,19574.78515625,0.9596952908587257,0.9819944598337951,192,32,0.3870967741935484
27349,5,20,56,3,7,256,55156.09453125,50763.73828125,0.9596938775510203,0.9722576530612246,280,100,0.05656565656565657
10349,3,8,56,1,9,512,32513.31875,29653.751953125,0.9595959595959596,0.9935720844811753,168,24,0.6086956521739131
18874,4,16,40,2,5,4,34702.275,32595.73046875,0.9595703125,0.9765625,160,64,0.07936507936507936
16620,4,8,24,1,3,128,14277.252734375,8960.3134765625,0.9595567867036012,0.9806094182825486,96,32,0.1935483870967742
7092,2,8,56,3,7,2,22927.660546875,20322.765625,0.959504132231405,0.9896694214876033,112,16,0.9333333333333333
18394,4,8,48,2,7,256,33108.766015625,19613.212890625,0.9594182825484765,0.9771468144044321,192,32,0.3870967741935484
14113,3,16,56,3,7,4,36723.340625,33462.56640625,0.9594123048668504,0.977961432506887,168,48,0.14893617021276595
20055,4,8,56,3,7,16,31798.276953125,29352.830078125,0.959400826446281,0.981404958677686,224,32,0.45161290322580644
23092,5,8,24,1,1,256,7750.97578125,7389.5185546875,0.959375,0.9826388888888888,120,40,0.15384615384615385
17354,4,16,56,1,7,8,42104.5546875,40326.69921875,0.9592975206611571,0.9762396694214877,224,64,0.1111111111111111
24833,5,8,40,2,9,8,43176.22890625,40760.93359375,0.9592500000000002,0.974375,200,40,0.2564102564102564
15188,3,8,56,4,5,64,19868.372265625,18655.373046875,0.9592286501377411,0.9715335169880625,168,24,0.6086956521739131
13389,3,8,24,3,5,128,21342.87890625,19892.8671875,0.9591836734693878,1.0,72,24,0.2608695652173913
20062,4,8,56,3,9,4,37861.47109375,21838.92578125,0.9590909090909092,0.9881198347107438,224,32,0.45161290322580644
23105,5,8,24,1,5,8,24888.106640625,23667.40234375,0.9590277777777778,0.9791666666666666,120,40,0.15384615384615385
20855,4,20,56,3,5,8,39752.51484375,37561.95703125,0.9588842975206612,0.9679752066115703,224,80,0.07088607594936709
17326,4,16,56,1,1,4,9793.6232421875,9458.0419921875,0.9588842975206612,0.9679752066115703,224,64,0.1111111111111111
20857,4,20,56,3,5,32,40259.85078125,37947.859375,0.9588842975206612,0.96900826446281,224,80,0.07088607594936709
